"PhysicalDataID","StationCode","Date","Time","WeatherCode","Tide","MicrocystisVisualRank","WaterTemperature","Secchi","Conductivity","SpCnd","pH","DO","Turbidity","Datetime","Year","Month","MonthAbb","Flag_PQC","Comment_PQC"
791,"SHR",2014-03-25,"16:30:00","CLD",NA,NA,16.9,0.6,174,NA,8.43,11.04,9.6,1395765000,"2014","3","Mar","NA",NA
790,"STTD",2014-03-25,"14:18:00","CLD",NA,NA,17,0.26,784,NA,8.49,8.85,35,1395757080,"2014","3","Mar","NA",NA
788,"STTD",2014-03-12,"09:30:00","CLR",NA,NA,14.3,0.21,632,NA,8.21,8.88,49,1394616600,"2014","3","Mar","NA",NA
787,"SHR",2014-03-12,"07:43:00","CLR",NA,NA,13.6,0.29,150,NA,7.87,10.16,38.8,1394610180,"2014","3","Mar","NA",NA
784,"SHR",2014-02-24,"09:10:00","CLR",NA,NA,13.2,0.52,191,NA,7.71,10.73,14.1,1393233000,"2014","2","Feb","NA",NA
783,"STTD",2014-02-24,"12:30:00","CLR",NA,NA,14.3,0.22,660,NA,9.04,8.87,44,1393245000,"2014","2","Feb","NA",NA
780,"STTD",2014-02-12,"10:00:00","CLD",NA,NA,12.6,0.21,535,NA,7.37,6.25,57.6,1392199200,"2014","2","Feb","NA",NA
779,"SHR",2014-02-11,"10:01:00","FOG",NA,NA,11.7,0.36,147,NA,6.97,10.38,48.6,1392112860,"2014","2","Feb","NA",NA
777,"STTD",2014-01-29,"09:55:00","CLD",NA,NA,10.6,0.31,670,NA,7.8,8.8,37.4,1390989300,"2014","1","Jan","NA",NA
776,"SHR",2014-01-28,"09:35:00","CLD",NA,NA,10.1,1.52,141,NA,7.73,12.37,5.08,1390901700,"2014","1","Jan","NA",NA
774,"STTD",2014-01-15,"09:33:00","CLR",NA,NA,8.2,0.23,565,NA,7.81,11.1,36.3,1389778380,"2014","1","Jan","NA",NA
773,"SHR",2014-01-14,"09:30:00","CLR",NA,NA,8.8,1.2,130,NA,7.73,12.04,5.4,1389691800,"2014","1","Jan","NA",NA
771,"SHR",2014-01-03,"09:30:00","CLR",NA,NA,8.4,1.4,118,NA,7.61,12.12,4.57,1388741400,"2014","1","Jan","NA",NA
769,"STTD",2014-01-02,"10:07:00","CLR",NA,NA,7.1,0.34,514,NA,7.79,11.38,26.5,1388657220,"2014","1","Jan","NA",NA
768,"STTD",2013-12-18,"09:15:00","CLR",NA,NA,6.2,0.34,270,NA,8.11,12.3,27.1,1387358100,"2013","12","Dec","NA",NA
766,"SHR",2013-12-17,"09:20:00","CLD",NA,NA,7.6,NA,123,NA,7.99,12.32,5.8,1387272000,"2013","12","Dec","NA",NA
765,"STTD",2013-12-04,"09:45:00","CLR",NA,NA,9.3,0.2,228,NA,8.08,10.07,55.3,1386150300,"2013","12","Dec","NA",NA
763,"SHR",2013-12-03,"09:20:00","CLD",NA,NA,11.3,1.7,134,NA,7.85,10.69,4.3,1386062400,"2013","12","Dec","NA",NA
762,"SHR",2013-11-13,"09:44:00","CLR",NA,NA,13.3,1.41,124,NA,7.4,10.22,3.2,1384335840,"2013","11","Nov","NA",NA
760,"STTD",2013-11-12,"09:50:00","CLD",NA,NA,13.4,0.19,194,NA,7.97,9.58,65.6,1384249800,"2013","11","Nov","NA",NA
729,"SHR",2013-10-31,"09:20:00","CLR",NA,NA,14.2,1.7,125,NA,7.21,10.42,3.8,1383211200,"2013","10","Oct","NA",NA
728,"STTD",2013-10-30,"08:50:00","CLR",NA,NA,14.7,0.22,210,NA,7.36,8.88,48.1,1383123000,"2013","10","Oct","NA",NA
726,"SHR",2013-10-16,"09:00:00","CLR",NA,NA,16.2,1.65,105,NA,7.17,10.03,2.2,1381914000,"2013","10","Oct","NA",NA
725,"STTD",2013-10-15,"09:19:00","CLR",NA,NA,15.9,0.19,259,NA,7.76,8.83,41.2,1381828740,"2013","10","Oct","NA",NA
724,"SHR",2013-09-16,"09:40:00","CLR",NA,NA,20.7,1.2,148,NA,7.92,8.65,5.7,1379324400,"2013","9","Sep","NA",NA
723,"STTD",2013-09-05,"11:00:00","CLR",NA,NA,22.3,0.18,771,NA,8.08,8.37,49.4,1378378800,"2013","9","Sep","NA",NA
721,"STTD",2013-10-03,"10:27:00","CLR",NA,NA,18.5,0.17,539,NA,8.16,8.69,55.4,1380796020,"2013","10","Oct","NA",NA
719,"SHR",2013-10-02,"09:20:00","CLR",NA,NA,17.8,1.25,119,NA,7.97,9.56,3.9,1380705600,"2013","10","Oct","NA",NA
718,"STTD",2013-09-17,"10:41:00","CLR",NA,NA,21.3,0.2,899,NA,7.88,8.36,64.2,1379414460,"2013","9","Sep","NA",NA
717,"SHR",2013-09-04,"09:46:00","CLR",NA,NA,20.8,NA,154,NA,7.24,9.08,5.4,1378287960,"2013","9","Sep","NA",NA
716,"SHR",2013-08-23,"11:55:00","CLR",NA,NA,21.3,0.88,149,NA,7.76,8.96,8.7,1377258900,"2013","8","Aug","NA",NA
715,"STTD",2013-08-23,"09:36:00","CLR",NA,NA,21.3,0.14,191,NA,7.94,8.31,68.5,1377250560,"2013","8","Aug","NA",NA
714,"STTD",2013-08-06,"11:20:00","CLR",NA,NA,21.6,0.19,186,NA,8,8.55,77.1,1375788000,"2013","8","Aug","NA",NA
713,"SHR",2013-08-05,"10:00:00","CLR",NA,NA,21,1.1,133,NA,8.04,8.99,7,1375696800,"2013","8","Aug","NA",NA
712,"SHR",2013-07-25,"12:00:00","CLR",NA,NA,22.3,1.2,124,NA,8.15,9.29,5.4,1374753600,"2013","7","Jul","NA",NA
711,"STTD",2013-07-25,"09:09:00","CLR",NA,NA,22,0.17,184,NA,8.21,8.44,62.5,1374743340,"2013","7","Jul","NA",NA
710,"SHR",2013-07-12,"09:43:00","CLR",NA,NA,20.7,1.53,106,NA,7.56,11.47,5.6,1373622180,"2013","7","Jul","NA",NA
709,"STTD",2013-07-11,"10:10:00","CLR",NA,NA,23.8,0.13,221,NA,7.02,9.05,125,1373537400,"2013","7","Jul","NA",NA
708,"SHR",2013-06-26,"09:30:00","CLR",NA,NA,19.3,NA,117,NA,7.54,11.08,6.5,1372239000,"2013","6","Jun","3","SECCHI"
707,"STTD",2013-06-25,"10:17:00","CLD",NA,NA,21,0.11,219,NA,7.1,8.47,112,1372155420,"2013","6","Jun","NA",NA
706,"STTD",2013-06-11,"10:24:00","CLR",NA,NA,21.4,0.14,228,NA,7.79,8.58,113,1370946240,"2013","6","Jun","NA",NA
705,"SHR",2013-06-12,"09:30:00","CLR",NA,NA,21.2,1.12,125,NA,7.56,10.33,10.1,1371029400,"2013","6","Jun","NA",NA
704,"STTD",2013-05-31,"08:45:00","CLR",NA,NA,21.1,0.15,266,NA,7.84,7.94,162,1369989900,"2013","5","May","NA",NA
703,"SHR",2013-05-30,"09:32:00","CLR",NA,NA,19.9,NA,151,NA,7.37,9.5,12.2,1369906320,"2013","5","May","NA",NA
702,"SHR",2013-05-15,"09:13:00","CLR",NA,NA,20.9,1.1,120,NA,8.98,7.73,9,1368609180,"2013","5","May","NA",NA
701,"STTD",2013-05-14,"09:28:00","CLR",NA,NA,21.8,0.14,322,NA,8.02,8.29,32,1368523680,"2013","5","May","NA",NA
699,"STTD",2013-04-29,"10:06:00","CLR",NA,NA,21.5,0.15,521,NA,7.95,7.45,91.3,1367229960,"2013","4","Apr","NA",NA
698,"SHR",2013-04-29,"08:17:00","CLR",NA,NA,20.2,0.8,106,NA,7.67,9.2,7.6,1367223420,"2013","4","Apr","NA",NA
697,"SHR",2013-04-15,"08:10:00","CLR",NA,NA,17.1,0.79,127,NA,7.64,9.66,16.6,1366013400,"2013","4","Apr","NA",NA
696,"STTD",2013-04-15,"10:10:00","CLR",NA,NA,18.9,0.19,585,NA,8.1,7.03,75.6,1366020600,"2013","4","Apr","NA",NA
695,"STTD",2013-04-03,"09:35:00","CLR",NA,NA,18.5,0.2,582,NA,7.96,6.84,50.3,1364981700,"2013","4","Apr","NA",NA
694,"SHR",2013-04-03,"07:45:00","CLD",NA,NA,16.4,0.83,116,NA,7.78,13.09,19.8,1364975100,"2013","4","Apr","NA",NA
692,"SHR",2013-03-20,"08:56:00","CLD",NA,NA,14,1.17,115,NA,7.25,11.71,11.9,1363769760,"2013","3","Mar","NA",NA
691,"STTD",2013-03-20,"10:46:00","CLD",NA,NA,16.8,0.33,792,NA,8.26,9.55,44.3,1363776360,"2013","3","Mar","NA",NA
690,"SHR",2013-03-13,"08:24:00","CLD",NA,NA,13.2,0.79,119,NA,6.02,12.08,9.2,1363163040,"2013","3","Mar","NA",NA
689,"STTD",2013-03-13,"10:10:00","CLR",NA,NA,15.2,0.27,739,NA,8.21,10.24,45.1,1363169400,"2013","3","Mar","NA",NA
688,"SHR",2001-04-04,"14:20:00","CLR",NA,NA,16.7,0.7,NA,NA,NA,NA,NA,986394000,"2001","4","Apr","3","WTEMP"
687,"STTD",2013-03-06,"10:35:00","CLD",NA,NA,13.8,0.24,815,NA,8.31,9.99,48,1362566100,"2013","3","Mar","NA",NA
686,"SHR",2013-03-06,"08:45:00","CLD",NA,NA,12.5,1.1,118,NA,7.59,11.64,6.8,1362559500,"2013","3","Mar","NA",NA
685,"STTD",2013-02-27,"10:32:00","CLD",NA,NA,10.7,0.23,764,NA,8.25,11.37,40.9,1361961120,"2013","2","Feb","NA",NA
684,"SHR",2013-02-27,"08:20:00","CLD",NA,NA,9.9,1.23,108,NA,6.75,12.18,7.1,1361953200,"2013","2","Feb","NA",NA
683,"STTD",2013-02-22,"10:37:00","CLR",NA,NA,10.5,0.31,721,NA,7.95,9.94,37.3,1361529420,"2013","2","Feb","NA",NA
682,"SHR",2013-02-22,"08:16:00","CLR",NA,NA,9.6,0.87,148,NA,7.39,12.02,10.7,1361520960,"2013","2","Feb","NA",NA
681,"STTD",2013-02-13,"09:55:00","CLR",NA,NA,10.2,0.24,621,NA,8.09,10.08,49,1360749300,"2013","2","Feb","NA",NA
680,"SHR",2013-02-13,"08:12:00","CLR",NA,NA,9.4,0.66,124,NA,7.44,11.89,15.4,1360743120,"2013","2","Feb","3","TURB"
679,"STTD",2013-02-08,"11:00:00","CLR",NA,NA,10.7,0.24,627,NA,7.62,9.24,91,1360321200,"2013","2","Feb","NA",NA
678,"SHR",2013-02-08,"08:26:00","CLR",NA,NA,9.6,0.58,136,NA,7.24,11.47,17.8,1360311960,"2013","2","Feb","NA",NA
677,"STTD",2013-01-30,"10:13:00","CLR",NA,NA,10.4,0.16,790,NA,7.91,9.43,62,1359540780,"2013","1","Jan","NA",NA
676,"SHR",2013-01-30,"08:25:00","CLR",NA,NA,9.2,0.39,171,NA,7.65,11.97,49.7,1359534300,"2013","1","Jan","NA",NA
674,"STTD",2013-01-24,"10:15:00","CLD",NA,NA,8.3,0.29,540,NA,7.92,11,34.9,1359022500,"2013","1","Jan","NA",NA
673,"SHR",2013-01-24,"08:25:00","CLD",NA,NA,8.2,0.81,119,NA,7.88,12.32,14.7,1359015900,"2013","1","Jan","NA",NA
672,"SHR",2013-01-18,"08:30:00","CLR",NA,NA,6.5,0.57,118,NA,7.98,13.55,21.5,1358497800,"2013","1","Jan","NA",NA
671,"STTD",2013-01-18,"11:30:00","CLR",NA,NA,5.4,0.22,427,NA,7.89,12.46,39,1358508600,"2013","1","Jan","NA",NA
670,"STTD",2013-01-08,"10:15:00","CLR",NA,NA,7.3,0.17,304,NA,7.54,9.12,72.5,1357640100,"2013","1","Jan","NA",NA
669,"SHR",2013-01-08,"08:20:00","CLR",NA,NA,7.9,0.47,131,NA,7.35,12.05,24.8,1357633200,"2013","1","Jan","NA",NA
668,"STTD",2012-12-27,"11:02:00","CLR",NA,NA,8,0.08,217,NA,7.31,9.14,267,1356606120,"2012","12","Dec","2","TURB"
667,"SHR",2012-12-27,"08:42:00","FOG",NA,NA,8.2,0.2,74,NA,7.09,11.26,74.2,1356597720,"2012","12","Dec","NA",NA
666,"STTD",2013-01-03,"10:10:00","CLR",NA,NA,6.1,0.23,368,NA,7.8,10.67,61.7,1357207800,"2013","1","Jan","NA",NA
665,"SHR",2013-01-03,"08:25:00","CLR",NA,NA,7.3,0.34,115,NA,7.3,10.71,56,1357201500,"2013","1","Jan","NA",NA
664,"SHR",2012-12-12,"08:32:00","CLR",NA,NA,10.7,NA,117,NA,7.33,9.95,58.5,1355301120,"2012","12","Dec","NA",NA
663,"STTD",2012-12-12,"10:50:00","CLR",NA,NA,11,0.19,313,NA,7.39,7.03,60.3,1355309400,"2012","12","Dec","NA",NA
662,"STTD",2012-11-29,"10:15:00","CLD",NA,NA,12.3,0.3,430,NA,7.09,7.17,57.7,1354184100,"2012","11","Nov","NA",NA
661,"SHR",2012-11-29,"08:24:00","CLD",NA,NA,11.9,0.87,134,NA,6.54,9.84,56.7,1354177440,"2012","11","Nov","NA",NA
660,"SHR",2012-11-13,"11:30:00","CLR",NA,NA,12,1.48,117,NA,7.9,10.83,5.3,1352806200,"2012","11","Nov","NA",NA
659,"STTD",2012-11-13,"09:05:00","CLR",NA,NA,13,0.21,539,NA,7.86,7.71,71,1352797500,"2012","11","Nov","NA",NA
658,"SHR",2012-10-30,"08:40:00","FOG",NA,NA,15.3,1.86,106,NA,7.59,9.89,16.8,1351586400,"2012","10","Oct","NA",NA
657,"STTD",2012-10-30,"10:41:00","CLR",NA,NA,16.7,0.21,557,NA,7.84,7.26,42,1351593660,"2012","10","Oct","NA",NA
656,"STTD",2012-10-19,"10:05:00","CLR",NA,NA,19.3,0.19,219,NA,8.01,8.99,94.2,1350641100,"2012","10","Oct","3","TURB"
655,"SHR",2012-10-19,"08:27:00","CLR",NA,NA,17.4,1.4,107,NA,7.38,9.95,33.2,1350635220,"2012","10","Oct","NA",NA
654,"STTD",2012-10-03,"10:42:00","CLR",NA,NA,22.7,0.21,378,NA,8.15,8.16,80.5,1349260920,"2012","10","Oct","NA",NA
653,"SHR",2012-10-03,"08:16:00","CLR",NA,NA,19.3,1.2,132,NA,7.69,9.36,20.6,1349252160,"2012","10","Oct","NA",NA
652,"SHR",2012-09-21,"07:13:00","CLR",NA,NA,18.9,0.98,143,NA,7.76,9.54,17.8,1348211580,"2012","9","Sep","NA",NA
651,"STTD",2012-09-21,"09:10:00","CLR",NA,NA,19.9,0.25,574,NA,8.05,7.88,54.9,1348218600,"2012","9","Sep","NA",NA
649,"STTD",2012-09-05,"09:45:00","CLD",NA,NA,21.8,0.31,560,NA,7.88,5.93,43.2,1346838300,"2012","9","Sep","NA",NA
648,"SHR",2012-09-05,"07:46:00","CLR",NA,NA,19.5,0.92,143,NA,7.72,9.45,11.5,1346831160,"2012","9","Sep","NA",NA
647,"STTD",2012-08-21,"08:59:00","CLR",NA,NA,21.8,0.16,177,NA,8.08,8.75,84.4,1345539540,"2012","8","Aug","NA",NA
646,"SHR",2012-08-21,"06:59:00","CLR",NA,NA,20.9,1,129,NA,7.37,9.37,9.8,1345532340,"2012","8","Aug","NA",NA
644,"STTD",2003-02-11,"11:00:00","CLD",NA,NA,19.7,0.19,687,NA,NA,NA,NA,1044961200,"2003","2","Feb","NA",NA
642,"SHR",2003-06-18,"08:55:00","CLR",NA,NA,20.6,0.6,132,NA,NA,NA,NA,1055926500,"2003","6","Jun","NA",NA
641,"STTD",2003-06-18,"09:45:00","CLD",NA,NA,21.9,0.1,201,NA,NA,NA,NA,1055929500,"2003","6","Jun","NA",NA
640,"SHR",2003-06-04,"08:53:00","CLR",NA,NA,19.3,0.6,121,NA,NA,NA,NA,1054716780,"2003","6","Jun","NA",NA
639,"STTD",2003-06-04,"10:00:00","CLR",NA,NA,23.2,0.14,480,NA,NA,NA,NA,1054720800,"2003","6","Jun","NA",NA
638,"SHR",2003-05-23,"13:00:00","CLR",NA,NA,18.8,0.49,122,NA,NA,NA,NA,1053694800,"2003","5","May","NA",NA
637,"STTD",2003-05-23,"09:40:00","CLR",NA,NA,23.7,0.25,595,NA,NA,NA,NA,1053682800,"2003","5","May","NA",NA
636,"STTD",2003-05-16,"10:05:00","CLR",NA,NA,19.9,0.23,508,NA,NA,NA,NA,1053079500,"2003","5","May","NA",NA
635,"SHR",2003-05-16,"12:56:00","CLR",NA,NA,17.5,0.42,123,NA,NA,NA,NA,1053089760,"2003","5","May","NA",NA
634,"SHR",2003-05-12,"08:48:00","CLR",NA,NA,15.3,0.48,117,NA,NA,NA,NA,1052729280,"2003","5","May","NA",NA
633,"STTD",2003-05-12,"10:50:00","CLR",NA,NA,18.7,0.23,429,NA,NA,NA,NA,1052736600,"2003","5","May","NA",NA
632,"SHR",2003-05-09,"16:15:00","CLR",NA,NA,14.3,0.36,117,NA,NA,NA,NA,1052496900,"2003","5","May","NA",NA
631,"STTD",2003-05-09,"14:00:00","CLR",NA,NA,16.7,0.35,372,NA,NA,NA,NA,1052488800,"2003","5","May","NA",NA
630,"SHR",2003-05-07,"09:00:00","CLR",NA,NA,14.6,0.29,115,NA,NA,NA,NA,1052298000,"2003","5","May","NA",NA
629,"STTD",2003-05-07,"10:30:00","CLR",NA,NA,16.4,0.29,366,NA,NA,NA,NA,1052303400,"2003","5","May","NA",NA
628,"SHR",2003-03-12,"08:45:00","CLD",NA,NA,14.2,0.5,207,NA,NA,NA,NA,1047458700,"2003","3","Mar","NA",NA
627,"STTD",2003-03-12,"09:53:00","CLD",NA,NA,17,0.32,914,NA,NA,NA,NA,1047462780,"2003","3","Mar","NA",NA
626,"SHR",2003-02-18,"09:02:00","CLR",NA,NA,11.4,0.28,133,NA,NA,NA,NA,1045558920,"2003","2","Feb","NA",NA
625,"STTD",2003-02-18,"10:15:00","CLR",NA,NA,13,0.12,580,NA,NA,NA,NA,1045563300,"2003","2","Feb","NA",NA
624,"STTD",2003-02-14,"09:45:00","FOG",NA,NA,11.7,0.19,718,NA,NA,NA,NA,1045215900,"2003","2","Feb","NA",NA
623,"SHR",2003-02-14,"08:30:00","FOG",NA,NA,10.9,0.55,143,NA,NA,NA,NA,1045211400,"2003","2","Feb","NA",NA
622,"STTD",2003-02-07,"10:43:00","CLR",NA,NA,9.3,0.2,631,NA,NA,NA,NA,1044614580,"2003","2","Feb","NA",NA
621,"SHR",2003-02-07,"08:46:00","CLR",NA,NA,9.2,0.3,166,NA,NA,NA,NA,1044607560,"2003","2","Feb","NA",NA
620,"SHR",2003-02-04,"11:23:00","CLR",NA,NA,10.8,0.37,168,NA,NA,NA,NA,1044357780,"2003","2","Feb","NA",NA
619,"STTD",2003-02-04,"15:28:00","CLR",NA,NA,11.4,0.22,585,NA,NA,NA,NA,1044372480,"2003","2","Feb","NA",NA
618,"STTD",2004-06-18,"11:55:00","CLR",NA,NA,22.8,0.58,273,NA,NA,NA,NA,1087559700,"2004","6","Jun","NA",NA
617,"SHR",2004-06-18,"15:00:00","CLR",NA,NA,21.9,0.62,118,NA,NA,NA,NA,1087570800,"2004","6","Jun","NA",NA
616,"STTD",2004-05-21,"13:40:00","CLR",NA,NA,21,0.16,444,NA,NA,NA,NA,1085146800,"2004","5","May","NA",NA
615,"SHR",2004-05-21,"10:20:00","CLR",NA,NA,19.5,1,167,NA,NA,NA,NA,1085134800,"2004","5","May","NA",NA
614,"STTD",2004-05-12,"13:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084366800,"2004","5","May","NA",NA
613,"SHR",2004-05-12,"09:45:00","CLR",NA,NA,18.6,0.71,152,NA,NA,NA,NA,1084355100,"2004","5","May","NA",NA
612,"STTD",2004-04-26,"10:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082976000,"2004","4","Apr","NA",NA
611,"SHR",2004-04-26,"09:15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082970900,"2004","4","Apr","NA",NA
610,"SHR",2004-04-23,"09:15:00","CLR",NA,NA,14.6,0.78,141,NA,NA,NA,NA,1082711700,"2004","4","Apr","NA",NA
609,"STTD",2004-04-23,"12:35:00","CLR",NA,NA,16.9,0.25,585,NA,NA,NA,NA,1082723700,"2004","4","Apr","NA",NA
608,"STTD",2004-04-09,"14:55:00","CLR",NA,NA,20,0.21,720,NA,NA,NA,NA,1081522500,"2004","4","Apr","NA",NA
607,"STTD",2004-03-23,"12:28:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080044880,"2004","3","Mar","NA",NA
606,"STTD",2004-03-10,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078941600,"2004","3","Mar","NA",NA
605,"STTD",2004-01-26,"11:15:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075115700,"2004","1","Jan","NA",NA
603,"SHR",2012-08-07,"07:48:00","CLR",NA,NA,20.3,0.91,109,NA,7.33,9.83,8.5,1344325680,"2012","8","Aug","NA",NA
601,"STTD",2012-07-25,"10:11:00","CLR",NA,NA,22.6,0.14,189,NA,7.97,7.81,129,1343211060,"2012","7","Jul","NA",NA
600,"SHR",2012-07-25,"08:08:00","CLR",NA,NA,21.1,0.96,101,NA,7.32,9.16,10.6,1343203680,"2012","7","Jul","NA",NA
599,"SHR",2012-07-10,"07:50:00","CLR",NA,NA,21.1,0.91,102,NA,7.03,9.45,9.58,1341906600,"2012","7","Jul","NA",NA
598,"STTD",2012-07-10,"10:00:00","CLR",NA,NA,23.8,0.15,221,NA,7.8,7.71,162,1341914400,"2012","7","Jul","NA",NA
597,"SHR",2012-06-25,"08:34:00","CLR",NA,NA,18.3,0.84,103,NA,7.3,10.42,36.5,1340613240,"2012","6","Jun","NA",NA
596,"STTD",2012-06-25,"10:43:00","CLR",NA,NA,20.3,0.14,217,NA,7.89,9.01,NA,1340620980,"2012","6","Jun","NA",NA
595,"SHR",2012-06-13,"10:25:00","CLR",NA,NA,20.4,0.85,114,NA,7.85,9.23,18.6,1339583100,"2012","6","Jun","NA",NA
594,"STTD",2012-06-13,"08:07:00","CLR",NA,NA,23,0.16,288,NA,7.66,7.35,154,1339574820,"2012","6","Jun","NA",NA
593,"STTD",2012-05-31,"08:28:00","CLR",NA,NA,21.3,0.15,389,NA,7.92,7.22,127,1338452880,"2012","5","May","NA",NA
592,"SHR",2012-05-31,"11:54:00","CLR",NA,NA,20.2,0.87,142,NA,8.14,9.42,13.3,1338465240,"2012","5","May","NA",NA
591,"STTD",2012-05-17,"10:20:00","CLD",NA,NA,20.5,0.19,634,NA,8.02,6.99,90.4,1337250000,"2012","5","May","NA",NA
590,"SHR",2012-05-17,"08:44:00","CLD",NA,NA,18.9,1.05,102,NA,7.78,9.79,33.1,1337244240,"2012","5","May","NA",NA
589,"SHR",2012-04-16,"08:00:00","CLR",NA,NA,13.2,0.22,99,NA,7.74,10.19,60.1,1334563200,"2012","4","Apr","NA",NA
587,"STTD",2012-04-16,"10:00:00","CLR",NA,NA,16.7,0.18,673,NA,8.06,8.17,83.6,1334570400,"2012","4","Apr","NA",NA
586,"SHR",2012-04-04,"10:25:00","CLR",NA,NA,12.5,0.22,88,NA,8.29,10.85,59.3,1333535100,"2012","4","Apr","NA",NA
585,"STTD",2012-04-04,"08:30:00","CLR",NA,NA,15,0.17,618,NA,8.14,8.19,121,1333528200,"2012","4","Apr","NA",NA
584,"SHR",2012-05-02,"08:20:00","CLR",NA,NA,15.8,0.81,87,NA,7.85,9.77,NA,1335946800,"2012","5","May","NA",NA
583,"STTD",2012-05-02,"10:00:00","CLR",NA,NA,20.3,0.24,843,NA,8.07,6.91,80.1,1335952800,"2012","5","May","NA",NA
582,"STTD",2012-03-22,"10:04:00","CLD",NA,NA,14.3,0.25,616,NA,7.95,8.28,70.1,1332410640,"2012","3","Mar","NA",NA
581,"SHR",2012-03-22,"07:54:00","CLD",NA,NA,12.1,0.4,86,NA,7.85,10.45,37.4,1332402840,"2012","3","Mar","NA",NA
580,"STTD",2012-03-07,"08:58:00","CLR",NA,NA,11.5,0.24,707,NA,8.31,9.86,56.3,1331110680,"2012","3","Mar","NA",NA
579,"SHR",2012-03-07,"10:42:00","CLR",NA,NA,11.6,0.68,174,NA,8.38,10.72,13.1,1331116920,"2012","3","Mar","NA",NA
578,"STTD",2012-02-23,"09:03:00","CLR",NA,NA,11.9,0.23,708,NA,8.23,8.95,51.5,1329987780,"2012","2","Feb","NA",NA
577,"SHR",2012-02-23,"11:20:00","CLR",NA,NA,11.5,0.58,127,NA,8.35,11.46,17.5,1329996000,"2012","2","Feb","NA",NA
575,"STTD",2012-02-08,"08:40:00","CLR",NA,NA,10.7,0.17,517,NA,8.15,8.94,NA,1328690400,"2012","2","Feb","NA",NA
574,"SHR",2012-02-08,"10:52:00","CLR",NA,NA,10.2,0.52,156,NA,8.2,11.25,NA,1328698320,"2012","2","Feb","NA",NA
573,"SHR",2012-01-24,"08:36:00","FOG",NA,NA,8.5,0.17,112,NA,8.19,10.82,NA,1327394160,"2012","1","Jan","NA",NA
572,"STTD",2012-01-24,"10:55:00","CLD",NA,NA,8.4,0.21,415,NA,8.05,10.01,NA,1327402500,"2012","1","Jan","NA",NA
571,"STTD",2012-01-11,"10:15:00","CLR",NA,NA,8.3,0.22,424,NA,8.03,9.48,NA,1326276900,"2012","1","Jan","NA",NA
570,"SHR",2012-01-11,"08:20:00","CLR",NA,NA,8.6,0.56,132,NA,8.25,11.5,NA,1326270000,"2012","1","Jan","NA",NA
569,"SHR",2011-12-29,"08:30:00","CLD",NA,NA,8,0.85,115,NA,8.07,11.99,NA,1325147400,"2011","12","Dec","NA",NA
568,"STTD",2011-12-29,"10:28:00","CLD",NA,NA,6.7,0.3,404,NA,7.97,11.23,NA,1325154480,"2011","12","Dec","NA",NA
567,"STTD",2011-12-14,"10:37:00","CLR",NA,NA,7.1,0.25,421,NA,7.58,10.06,NA,1323859020,"2011","12","Dec","NA",NA
566,"SHR",2011-12-14,"08:27:00","CLR",NA,NA,8.7,0.9,138,NA,7.49,11.59,NA,1323851220,"2011","12","Dec","NA",NA
565,"STTD",2011-11-30,"09:50:00","CLD",NA,NA,10.8,0.28,389,NA,7.64,7.73,NA,1322646600,"2011","11","Nov","NA",NA
564,"SHR",2011-11-30,"08:00:00","FOG",NA,NA,11.5,0.72,121,NA,7.19,10.58,NA,1322640000,"2011","11","Nov","NA",NA
563,"STTD",2011-11-15,"10:18:00","CLR",NA,NA,11.9,0.29,412,NA,7.91,7.61,NA,1321352280,"2011","11","Nov","NA",NA
562,"SHR",2011-11-15,"08:07:00","CLR",NA,NA,12.5,1.3,102,NA,8.3,10.61,NA,1321344420,"2011","11","Nov","NA",NA
561,"STTD",2011-11-02,"10:12:00","CLR",NA,NA,14.2,0.26,526,NA,7.97,8.15,NA,1320228720,"2011","11","Nov","NA",NA
560,"SHR",2011-11-02,"08:15:00","CLR",NA,NA,13.6,1.69,94,NA,8.18,10.2,NA,1320221700,"2011","11","Nov","NA",NA
559,"SHR",2011-10-19,"08:12:00","CLR",NA,NA,17.1,1.45,100,NA,7.98,9.38,NA,1319011920,"2011","10","Oct","NA",NA
558,"STTD",2011-10-19,"10:30:00","CLR",NA,NA,19.3,0.19,599,NA,8,7.72,NA,1319020200,"2011","10","Oct","NA",NA
557,"SHR",2011-10-06,"08:04:00","RAN",NA,NA,15.1,1.04,89,NA,8.21,9.95,NA,1317888240,"2011","10","Oct","NA",NA
556,"STTD",2011-10-06,"09:53:00","CLD",NA,NA,18.3,0.28,653,NA,8.01,6.93,NA,1317894780,"2011","10","Oct","NA",NA
555,"SHR",2011-09-07,"08:18:00","CLR",NA,NA,20.3,0.86,135,NA,8.19,9.58,NA,1315383480,"2011","9","Sep","NA",NA
554,"STTD",2011-09-07,"10:15:00","CLR",NA,NA,22.8,0.22,637,NA,7.95,5.88,NA,1315390500,"2011","9","Sep","NA",NA
551,"STTD",2002-05-03,"10:00:00","CLR",NA,NA,16.9,0.11,438,NA,NA,NA,NA,1020420000,"2002","5","May","NA",NA
