"PhysicalDataID","StationCode","Date","Time","WeatherCode","Tide","MicrocystisVisualRank","WaterTemperature","Secchi","Conductivity","SpCnd","pH","DO","Turbidity","Datetime","Year","Month","MonthAbb","Flag_PQC","Comment_PQC"
1393,"SHR",2017-03-21,"10:52:00","RAN",NA,1,11.7,0.4,79,106.5,7.59,10.86,31.9,1490093520,"2017","3","Mar","NA",NA
1392,"STTD",2017-03-22,"09:30:00","CLD",NA,1,15.5,0.42,297,363,8.14,8.91,27.3,1490175000,"2017","3","Mar","NA",NA
1390,"STTD",2017-03-14,"09:40:00","CLR",NA,1,17.2,0.29,340,400,8.09,10.19,22.9,1489484400,"2017","3","Mar","NA",NA
1388,"STTD",2017-03-21,"09:30:00","RAN",NA,1,16.1,NA,361,436,8.12,8.53,25,1490088600,"2017","3","Mar","NA",NA
1386,"STTD",2017-03-09,"10:12:00","CLR",NA,1,11.7,0.21,107,144,7.61,10.15,36,1489054320,"2017","3","Mar","NA",NA
1385,"SHR",2017-03-08,"08:05:00","CLR",NA,NA,9.8,0.22,87,123,7.49,10.68,37.4,1488960300,"2017","3","Mar","NA",NA
1384,"SHR",2017-02-23,"08:08:00","CLR",NA,NA,9.2,0.21,46,65.8,7.51,11.8,42.2,1487837280,"2017","2","Feb","NA",NA
1382,"STTD",2017-02-22,"09:30:00","CLR",NA,NA,10,0.18,52.7,73.9,7.58,10.99,51.8,1487755800,"2017","2","Feb","NA",NA
1381,"STTD",2017-02-16,"11:50:00","CLD",NA,NA,10.1,0.2,54.4,76,7.4,11.15,49.8,1487245800,"2017","2","Feb","NA",NA
1380,"SHR",2017-02-07,"09:00:00","RAN",NA,NA,9.6,0.45,59.1,84,7.5,11.53,28.5,1486458000,"2017","2","Feb","NA",NA
1378,"STTD",2017-02-06,"10:45:00","RAN",NA,1,10.9,0.23,114,156,7.62,10.14,43.6,1486377900,"2017","2","Feb","NA",NA
1377,"STTD",2017-02-02,"10:10:00","CLD",NA,1,9.4,0.23,130.8,186,7.48,9.59,37.7,1486030200,"2017","2","Feb","NA",NA
1376,"STTD",2017-01-24,"09:20:00","CLR",NA,1,8.8,0.14,78,113,7.44,10.47,73.6,1485249600,"2017","1","Jan","NA",NA
1374,"SHR",2017-01-23,"09:45:00","CLD",NA,1,8.8,0.16,66,96.3,7.36,11.03,55,1485164700,"2017","1","Jan","NA",NA
1373,"STTD",2017-01-18,"11:00:00","RAN",NA,NA,8.2,0.21,67,98,7.1,10.36,44,1484737200,"2017","1","Jan","NA",NA
1371,"STTD",2017-01-11,"10:50:00","CLR",NA,1,10.3,0.13,NA,72,7.27,10.32,95.8,1484131800,"2017","1","Jan","NA",NA
1369,"SHR",2017-01-10,"09:41:00","RAN",NA,1,9.6,0.13,45,63.8,6.79,11.46,98.7,1484041260,"2017","1","Jan","NA",NA
1368,"SHR",2016-12-29,"08:12:00","CLR",NA,1,7.4,0.35,85,128,7.52,10.97,20.7,1482999120,"2016","12","Dec","NA",NA
1367,"STTD",2016-12-27,"10:00:00","CLR",NA,1,6.2,0.32,281,438,7.56,9.01,35.4,1482832800,"2016","12","Dec","NA",NA
1365,"STTD",2016-12-21,"13:21:00","CLR",NA,NA,8.6,0.13,105,153,7.45,8.19,72.2,1482326460,"2016","12","Dec","NA",NA
1363,"SHR",2016-12-21,"08:16:00","CLD",NA,1,8.4,0.23,72,105,7.24,10.39,44.1,1482308160,"2016","12","Dec","NA",NA
1361,"SHR",2016-12-14,"08:28:00","CLD",NA,1,10,0.16,76,106.5,7.27,10.12,73.5,1481704080,"2016","12","Dec","NA",NA
1359,"STTD",2016-12-13,"09:17:00","FOG",NA,1,9.9,0.48,463,463,7.74,8.26,17.7,1481620620,"2016","12","Dec","NA",NA
1357,"STTD",2016-10-31,"09:18:00","CLR",NA,NA,17,0.48,160.6,188.7,7.73,8.02,17.1,1477905480,"2016","10","Oct","NA",NA
1356,"SHR",2016-11-01,"10:00:00","CLR",NA,NA,15.1,0.81,130.9,161.5,7.42,8.72,7.6,1477994400,"2016","11","Nov","NA",NA
1355,"STTD",2016-11-14,"09:00:00","CLR",NA,NA,16.7,0.77,197,234,7.99,8.29,11.1,1479114000,"2016","11","Nov","NA",NA
1353,"SHR",2016-11-18,"09:47:00","CLR",NA,NA,13.2,1.3,133,172,7.67,9.45,4.7,1479462420,"2016","11","Nov","NA",NA
1350,"STTD",2016-11-28,"09:28:00","CLD",NA,NA,12.1,0.54,280,371,7.79,8.67,12.9,1480325280,"2016","11","Nov","NA",NA
1349,"SHR",2016-11-29,"10:15:00","CLD",NA,1,10.3,0.75,115,161,7.42,10.07,12.6,1480414500,"2016","11","Nov","NA",NA
1348,"SHR",2016-09-12,"08:30:00","CLR",NA,NA,18.89,1.2,130,148,7.73,9.43,NA,1473669000,"2016","9","Sep","NA",NA
1342,"STTD",2016-10-18,"09:13:00","CLR",NA,NA,17.03,0.3,153,180,7.35,8.81,27.7,1476781980,"2016","10","Oct","NA",NA
1341,"SHR",2016-10-19,"10:30:00","CLR",NA,NA,15.6,1.7,98,117,7.17,9.77,5.24,1476873000,"2016","10","Oct","NA",NA
1340,"STTD",2016-09-13,"09:58:00","CLR",NA,1,19.54,0.35,183,204,7.92,8.39,39.1,1473760680,"2016","9","Sep","NA",NA
1333,"SHR",2016-10-05,"10:25:00","CLR",NA,NA,16.04,2.1,94,113,7.68,10.15,4.6,1475663100,"2016","10","Oct","NA",NA
1332,"STTD",2016-10-04,"11:33:00","CLR",NA,NA,16.3,0.23,166,199,7.23,8.33,35.6,1475580780,"2016","10","Oct","NA",NA
1311,"SHR",2016-09-19,"09:27:00","CLR",NA,NA,19.28,1.1,128,143,7.52,9.61,8,1474277220,"2016","9","Sep","NA",NA
1310,"STTD",2016-09-20,"11:15:00","CLR",NA,NA,22.67,0.23,199,204,7.79,8.74,30.3,1474370100,"2016","9","Sep","NA",NA
1306,"SHR",2016-08-29,"08:35:00","CLR",NA,NA,20.08,0.9,145,160,7.63,8.88,9.5,1472459700,"2016","8","Aug","NA",NA
1296,"STTD",2016-08-30,"10:22:00","CLR",NA,NA,20.56,0.19,177,193,7.83,8.5,60.7,1472552520,"2016","8","Aug","NA",NA
1293,"STTD",2016-08-16,"10:26:00","CLR",NA,NA,23.23,0.18,207,214,7.66,7.69,53,1471343160,"2016","8","Aug","NA",NA
1289,"STTD",2016-08-02,"09:39:00","CLR",NA,NA,23.7,0.3,NA,479,7.7,7.16,45.9,1470130740,"2016","8","Aug","NA",NA
1274,"SHR",2016-08-01,"08:59:00","CLR",NA,NA,21.23,2.1,96,102,7.11,9.72,4.9,1470041940,"2016","8","Aug","NA",NA
1273,"SHR",2016-08-15,"09:05:00","CLR",NA,NA,21.4,1.25,107,115,7.52,9.27,5.96,1471251900,"2016","8","Aug","NA",NA
1264,"STTD",2016-07-19,"09:59:00","CLR",NA,NA,22.86,0.24,735,766,8.1,7.04,57.9,1468922340,"2016","7","Jul","NA",NA
1262,"SHR",2016-07-18,"08:25:00","CLD",NA,NA,19.86,NA,82,91,6.87,9.38,7.8,1468830300,"2016","7","Jul","NA",NA
1255,"STTD",2016-07-14,"10:00:00","CLR",NA,NA,24.42,0.19,176,178,7.38,7.11,74.9,1468490400,"2016","7","Jul","NA",NA
1227,"STTD",2016-07-07,"10:25:00","CLR",NA,NA,21.14,0.21,153,165,7.72,8.9,66.3,1467887100,"2016","7","Jul","NA",NA
1221,"STTD",2016-06-30,"09:40:00","CLR",NA,NA,25.87,0.22,223,220,7.64,6.68,61.2,1467279600,"2016","6","Jun","NA",NA
1220,"SHR",2016-06-29,"08:30:00","CLR",NA,NA,21.76,1,90,96,7.29,9.38,5.4,1467189000,"2016","6","Jun","NA",NA
1219,"SHR",2016-07-06,"08:25:00","CLR",NA,NA,20.77,1.3,85,93,7.21,9.19,5.09,1467793500,"2016","7","Jul","NA",NA
1216,"SHR",2016-06-13,"08:53:00","CLR",NA,NA,20.1,1.2,93,102,6.98,9.54,9.4,1465807980,"2016","6","Jun","NA",NA
1215,"STTD",2016-06-14,"08:20:00","CLD",NA,NA,20.81,0.17,201,218,7.75,8.3,103.3,1465892400,"2016","6","Jun","NA",NA
1211,"SHR",2016-05-20,"09:10:00","CLR",NA,NA,18.32,1.35,80,92,7.68,9.51,3.37,1463735400,"2016","5","May","NA",NA
1210,"SHR",2016-05-31,"08:50:00","CLR",NA,NA,19.93,1.25,110,111,7.57,8.95,6.9,1464684600,"2016","5","May","NA",NA
1209,"STTD",2016-06-01,"08:49:00","CLR",NA,NA,24.19,0.17,339,344,7.92,6.84,61.3,1464770940,"2016","6","Jun","NA",NA
1206,"STTD",2016-05-19,"08:50:00","CLD",NA,NA,22.57,0.18,402,421,7.98,6.42,101.3,1463647800,"2016","5","May","NA",NA
1205,"STTD",2016-05-04,"10:42:00","CLD",NA,NA,20.4,0.16,655,718,7.97,6.51,52.4,1462358520,"2016","5","May","NA",NA
1203,"SHR",2016-05-05,"08:53:00","CLR",NA,NA,17.67,1.9,94,109,7.15,10.61,4.1,1462438380,"2016","5","May","NA",NA
1201,"STTD",2016-04-28,"11:40:00","CLR",NA,NA,18.8,0.21,702,796,8,6.06,48.7,1461843600,"2016","4","Apr","NA",NA
1198,"STTD",2016-04-19,"08:28:00","CLD",NA,NA,20.56,0.28,707,772,7.97,6.64,38.6,1461054480,"2016","4","Apr","NA",NA
1197,"SHR",2016-04-18,"10:35:00","CLR",NA,NA,16.81,0.7,106,126,7.74,10.13,7.4,1460975700,"2016","4","Apr","NA",NA
1196,"STTD",2016-04-12,"10:54:00","CLD",NA,NA,18.8,0.37,641,726,7.9,5.88,30.6,1460458440,"2016","4","Apr","NA",NA
1194,"SHR",2016-04-07,"09:45:00","CLD",NA,NA,16.92,0.59,118,138,7.78,10.01,10.9,1460022300,"2016","4","Apr","NA",NA
1193,"STTD",2016-04-08,"08:52:00","CLD",NA,NA,19.7,0.24,567,631,8.04,7.17,33.9,1460105520,"2016","4","Apr","NA",NA
1191,"STTD",2016-03-18,"09:30:00","CLR",NA,NA,13.6,0.15,95,121,7.63,8.56,NA,1458293400,"2016","3","Mar","NA",NA
1189,"SHR",2016-03-17,"08:25:00","CLR",NA,NA,12.18,0.18,73,97,7.65,10.17,60.8,1458203100,"2016","3","Mar","NA",NA
1188,"SHR",2016-03-08,"07:47:00","CLR",NA,NA,12.13,0.5,82,109,6.66,10.18,57.5,1457423220,"2016","3","Mar","NA",NA
1187,"STTD",2016-03-07,"09:24:00","RAN",NA,NA,14.2,0.09,383,483,7.56,7.77,404,1457342640,"2016","3","Mar","2","TURB"
1185,"STTD",2016-03-24,"08:26:00","CLR",NA,NA,15.8,0.34,375,454,7.71,7.28,35.4,1458807960,"2016","3","Mar","NA",NA
1184,"SHR",2016-03-25,"08:09:00","CLR",NA,NA,13.26,0.3,97,125,6.96,10.83,30.3,1458893340,"2016","3","Mar","NA",NA
1182,"SHR",2016-03-30,"08:10:00","CLR",NA,NA,13.4,0.27,101,130,7,10.42,25.6,1459325400,"2016","3","Mar","NA",NA
1181,"STTD",2016-03-30,"10:22:00","CLR",NA,NA,15.24,0.25,440,540,7.79,7.61,40.1,1459333320,"2016","3","Mar","NA",NA
1180,"STTD",2016-02-09,"10:14:00","CLR",NA,NA,11.61,0.13,581,781,7.8,8.57,61,1455012840,"2016","2","Feb","NA",NA
1179,"SHR",2016-02-08,"10:07:00","CLR",NA,NA,10.16,0.4,125,175,7.18,11.16,26.8,1454926020,"2016","2","Feb","NA",NA
1177,"STTD",2016-02-29,"13:50:00","CLR",NA,NA,16,0.21,725,874,7.91,7.53,35.6,1456753800,"2016","2","Feb","NA",NA
1176,"STTD",2016-02-22,"09:17:00","CLR",NA,NA,14.11,0.19,712,899,7.65,7.49,47.7,1456132620,"2016","2","Feb","NA",NA
1175,"SHR",2016-02-23,"09:53:00","CLR",NA,NA,11.47,0.8,112,151,7.37,10.85,16,1456221180,"2016","2","Feb","NA",NA
1174,"SHR",2015-12-22,"09:10:00","CLD",NA,NA,9.15,0.4,112,161,7.3,10.33,30.4,1450775400,"2015","12","Dec","NA",NA
1173,"STTD",2015-12-23,"08:38:00","CLR",NA,NA,9.4,0.4,401,571,7.86,9.88,25.1,1450859880,"2015","12","Dec","NA",NA
1172,"SHR",2016-01-13,"09:14:00","CLD",NA,NA,9.55,0.5,132,188,7.46,11.19,21.3,1452676440,"2016","1","Jan","NA",NA
1169,"SHR",2016-01-28,"12:55:00","CLD",NA,NA,10.7,0.22,112,154,7.52,10.64,58.2,1453985700,"2016","1","Jan","NA",NA
1168,"STTD",2016-01-27,"09:15:00","CLR",NA,NA,11.96,0.18,462,615,7.65,8.27,68.4,1453886100,"2016","1","Jan","NA",NA
1167,"STTD",2016-01-12,"09:40:00","CLD",NA,NA,9.07,0.33,437,629,7.71,8.63,25.1,1452591600,"2016","1","Jan","NA",NA
1164,"SHR",2015-12-10,"10:36:00","CLR",NA,NA,11.67,1.9,121,163,6.98,10.17,4.5,1449743760,"2015","12","Dec","NA",NA
1163,"STTD",2015-12-09,"09:18:00","FOG",NA,NA,9.93,0.63,241,338,7.47,9.88,8.5,1449652680,"2015","12","Dec","NA",NA
1157,"STTD",2015-11-24,"08:44:00","RAN",NA,NA,12.17,0.47,194,256,7.77,10.2,15.9,1448354640,"2015","11","Nov","NA",NA
1156,"SHR",2015-10-12,"09:18:00","CLR",NA,NA,20.04,3,122,135,7.46,8.57,2.4,1444641480,"2015","10","Oct","NA",NA
1154,"STTD",2015-11-12,"09:16:00",NA,NA,NA,12.3,0.46,196,258,7.84,10.33,15.5,1447319760,"2015","11","Nov","NA",NA
1153,"SHR",2015-11-09,"08:27:00","CLD",NA,NA,13.02,3,111,144,7.54,10.02,1.4,1447057620,"2015","11","Nov","NA",NA
1152,"SHR",2015-11-23,"08:44:00","CLD",NA,NA,12.54,3,118,155,7.28,10.14,2.7,1448268240,"2015","11","Nov","NA",NA
1149,"STTD",2015-11-10,"08:41:00","CLR",NA,NA,12.68,0.55,193,258,7.78,9.67,19.5,1447144860,"2015","11","Nov","NA",NA
1143,"STTD",2015-10-27,"10:00:00","CLD",NA,NA,18.76,0.39,241,274,7.84,7.62,38.7,1445940000,"2015","10","Oct","NA",NA
1142,"SHR",2015-10-26,"09:04:00","CLR",NA,NA,17.26,3,120,140,7.71,9.24,2.6,1445850240,"2015","10","Oct","NA",NA
1137,"STTD",2015-10-13,"09:41:00","CLR",NA,NA,18.53,0.3,273,312,7.8,9.65,23.6,1444729260,"2015","10","Oct","NA",NA
1127,"STTD",2015-09-15,"10:02:00","CLR",NA,NA,21.59,0.3,605,646,7.68,6.15,27.9,1442311320,"2015","9","Sep","NA",NA
1121,"SHR",2015-09-14,"10:15:00","CLD",NA,NA,21.95,NA,150,159,7.64,7.89,4.1,1442225700,"2015","9","Sep","NA",NA
1120,"STTD",2015-10-01,"09:46:00","CLD",NA,NA,18.52,0.3,352,402,8.12,7.65,35.9,1443692760,"2015","10","Oct","NA",NA
1114,"SHR",2015-09-28,"09:10:00","CLD",NA,NA,21.09,2.1,127,137,7.84,8.28,2.4,1443431400,"2015","9","Sep","NA",NA
1113,"STTD",2015-08-03,"10:10:00","CLR",NA,1,21.71,0.22,204,218,7.34,7.79,45.6,1438596600,"2015","8","Aug","NA",NA
1112,"STTD",2015-08-18,"09:30:00","CLR",NA,NA,24.69,0.35,225,229,7.78,7.1,34.1,1439890200,"2015","8","Aug","NA",NA
1101,"STTD",2015-09-01,"10:38:00","CLR",NA,NA,23.88,0.25,723,739,7.89,6.03,49.5,1441103880,"2015","9","Sep","NA",NA
1099,"SHR",2015-08-31,"09:21:00","CLR",NA,NA,23.4,NA,176,181,6.59,7.57,4.9,1441012860,"2015","8","Aug","NA",NA
1098,"SHR",2015-08-17,"08:59:00","CLR",NA,NA,24.51,2.6,147,149,7.5,7.76,2.4,1439801940,"2015","8","Aug","NA",NA
1097,"SHR",2015-07-29,"09:00:00","CLR",NA,NA,24.55,2.8,120,122,7.58,7.87,4.1,1438160400,"2015","7","Jul","NA",NA
1096,"STTD",2015-07-28,"08:45:00","CLR",NA,2,23.05,0.25,227,236,7.24,7.24,38.2,1438073100,"2015","7","Jul","NA",NA
1093,"STTD",2015-07-15,"08:30:00","CLR",NA,NA,22.47,0.25,232,244,7.91,7.74,41.1,1436949000,"2015","7","Jul","NA",NA
1091,"SHR",2015-07-14,"08:50:00","CLR",NA,NA,23.41,1.3,118,122,7.31,8,6,1436863800,"2015","7","Jul","NA",NA
1090,"SHR",2015-08-05,"11:13:00","CLR",NA,NA,22.85,5.33,121,126,7.62,7.84,3.3,1438773180,"2015","8","Aug","2","SECCHI"
1085,"SHR",2015-07-01,"09:00:00","CLD",NA,NA,25.29,1.7,121,121,7.73,7.57,3.7,1435741200,"2015","7","Jul","NA",NA
1084,"STTD",2015-06-30,"08:20:00","CLR",NA,NA,23.45,0.21,237,230,8.01,7.33,45.8,1435652400,"2015","6","Jun","NA",NA
1081,"SHR",2015-06-16,"08:06:00","CLR",NA,NA,23.65,2,129,133,8.07,8.02,3.9,1434441960,"2015","6","Jun","NA",NA
1080,"STTD",2015-06-17,"08:45:00","CLD",NA,NA,22.19,0.22,221,233,8.46,8.46,60.6,1434530700,"2015","6","Jun","NA",NA
1079,"STTD",2015-06-03,"08:30:00","CLR",NA,NA,20.84,0.18,231,251,8.15,7.65,72.2,1433320200,"2015","6","Jun","NA",NA
1078,"SHR",2015-06-02,"10:18:00","CLR",NA,NA,21.37,1.2,126,135,8.14,8.35,7.5,1433240280,"2015","6","Jun","NA",NA
1076,"SHR",2015-05-19,"08:55:00","CLD",NA,NA,18.64,0.2,114,130,8,8.81,7.7,1432025700,"2015","5","May","NA",NA
1074,"STTD",2015-05-18,"09:26:00","CLD",NA,NA,17.6,0.15,255,297,8.22,8.24,90.1,1431941160,"2015","5","May","NA",NA
1071,"STTD",2015-04-30,"08:16:00","CLR",NA,NA,20.3,0.19,663,NA,8.25,6.08,64.5,1430381760,"2015","4","Apr","NA",NA
1070,"SHR",2015-04-29,"08:24:00","CLR",NA,NA,20.95,1.2,130,NA,7.93,8.35,7.8,1430295840,"2015","4","Apr","NA",NA
1056,"STTD",2015-04-16,"08:40:00","CLR",NA,NA,16.53,0.2,696,NA,8.41,8.32,73.8,1429173600,"2015","4","Apr","NA",NA
1054,"SHR",2015-04-17,"09:15:00","CLR",NA,NA,17.52,2.19,165,NA,8.17,9.51,5.7,1429262100,"2015","4","Apr","NA",NA
943,"STTD",2014-09-18,"09:39:00","CLD",NA,1,22.36,0.32,689,729,7.92,7.51,46.8,1411033140,"2014","9","Sep","NA",NA
895,"STTD",2014-10-27,"10:43:00","CLR",NA,NA,17.01,0.2,217,NA,6.79,9.41,50,1414406580,"2014","10","Oct","NA",NA
894,"STTD",2014-10-13,"10:13:00","CLR",NA,1,19.28,0.22,222,NA,6.49,8.61,49.6,1413195180,"2014","10","Oct","NA",NA
893,"STTD",2014-10-02,"10:50:00","CLR",NA,NA,19.11,0.2,239,NA,6.73,8.96,51.7,1412247000,"2014","10","Oct","NA",NA
892,"STTD",2014-09-04,"10:35:00","CLR",NA,1,22.7,NA,214,NA,7.29,7.68,48.6,1409826900,"2014","9","Sep","NA",NA
889,"STTD",2014-08-14,"09:42:00","CLR",NA,2,21.8,0.13,191,NA,7.78,8.52,52.3,1408009320,"2014","8","Aug","NA",NA
861,"SHR",2015-04-03,"09:37:00","CLR",NA,NA,17.02,1,160,NA,8,9.53,9.3,1428053820,"2015","4","Apr","NA",NA
860,"STTD",2015-04-02,"09:28:00","CLR",NA,NA,17.8,0.13,669,NA,7.99,7.16,NA,1427966880,"2015","4","Apr","NA",NA
859,"STTD",2015-03-24,"11:56:00","CLD",NA,NA,18.1,0.23,830,NA,7.92,8.04,51.1,1427198160,"2015","3","Mar","NA",NA
858,"SHR",2015-03-17,"09:00:00","CLD",NA,NA,16.8,1.2,172,NA,7.62,9.33,5,1426582800,"2015","3","Mar","NA",NA
857,"STTD",2015-03-16,"09:28:00","CLD",NA,NA,18.5,0.35,870,NA,7.71,7.21,31.1,1426498080,"2015","3","Mar","NA",NA
856,"STTD",2015-03-04,"09:38:00","CLR",NA,NA,14,0.29,707,NA,8.14,8.64,45.8,1425461880,"2015","3","Mar","NA",NA
855,"SHR",2015-03-03,"09:26:00","CLR",NA,NA,12.9,0.9,156,NA,7.66,9.77,8.3,1425374760,"2015","3","Mar","NA",NA
854,"SHR",2015-02-18,"09:27:00","FOG",NA,NA,13.8,0.4,174,NA,7.96,9.76,42.4,1424251620,"2015","2","Feb","NA",NA
852,"STTD",2015-02-17,"09:30:00","CLR",NA,NA,15.6,0.17,465,NA,7.91,7.16,46.8,1424165400,"2015","2","Feb","NA",NA
851,"STTD",2015-02-04,"09:25:00","CLD",NA,NA,12.6,0.24,639,NA,8.78,8.07,44.4,1423041900,"2015","2","Feb","NA",NA
850,"SHR",2015-02-03,"09:30:00","CLR",NA,NA,11.9,1.5,158,NA,9.15,11.4,6.8,1422955800,"2015","2","Feb","NA",NA
849,"SHR",2015-01-21,"09:30:00","FOG",NA,NA,11,1.1,146,NA,8.54,10.96,9.6,1421832600,"2015","1","Jan","NA",NA
848,"STTD",2015-01-20,"10:45:00","FOG",NA,NA,10.9,0.25,599,NA,7.81,8.36,43.7,1421750700,"2015","1","Jan","NA",NA
847,"STTD",2014-08-27,"10:12:00","CLR",NA,2,21.8,0.2,201,NA,7.56,8.64,47,1409134320,"2014","8","Aug","NA",NA
846,"STTD",2014-08-21,"09:47:00","CLR",NA,2,21.6,0.12,197,NA,7.76,7.97,48.7,1408614420,"2014","8","Aug","NA",NA
845,"STTD",2015-01-16,"07:45:00","FOG",NA,NA,10.4,0.27,549,NA,7.72,7.45,32.3,1421394300,"2015","1","Jan","NA",NA
844,"SHR",2015-01-15,"08:00:00","FOG",NA,NA,10.4,0.8,151,NA,7.77,10.56,34.5,1421308800,"2015","1","Jan","NA",NA
843,"STTD",2014-12-30,"10:52:00","CLR",NA,NA,7.7,0.16,307,NA,8.14,8.55,63.1,1419936720,"2014","12","Dec","NA",NA
842,"SHR",2014-12-29,"09:12:00","CLD",NA,NA,9.5,0.31,145,NA,8.14,10.19,39.2,1419844320,"2014","12","Dec","NA",NA
841,"STTD",2014-12-18,"08:57:00","CLD",NA,1,11.2,0.1,281,NA,8.12,7.74,307,1418893020,"2014","12","Dec","2","TURB"
840,"SHR",2014-12-17,"07:46:00","RAN",NA,1,11.3,0.13,107,NA,7.92,9.32,117.3,1418802360,"2014","12","Dec","NA",NA
839,"STTD",2014-12-04,"09:31:00","CLD",NA,1,13.3,0.18,484,NA,7.84,8.07,71.7,1417685460,"2014","12","Dec","NA",NA
838,"SHR",2014-12-03,"08:45:00","RAN",NA,1,13,0.8,145,NA,7.97,10,17.2,1417596300,"2014","12","Dec","NA",NA
837,"STTD",2014-11-19,"08:21:00","RAN",NA,1,12.3,0.22,243,NA,7.93,9.84,53.4,1416385260,"2014","11","Nov","NA",NA
836,"SHR",2014-11-18,"08:49:00","CLD",NA,1,13.3,1.7,132,NA,7.98,10.73,4.78,1416300540,"2014","11","Nov","NA",NA
835,"STTD",2014-11-05,"09:10:00","CLR",NA,NA,15,0.15,237,NA,7.77,8.77,55.5,1415178600,"2014","11","Nov","NA",NA
834,"SHR",2014-11-04,"09:10:00","CLD",NA,NA,14.7,1.4,122,NA,6.44,10.12,8.5,1415092200,"2014","11","Nov","NA",NA
833,"STTD",2014-10-23,"09:40:00","CLD",NA,1,18,0.22,222,NA,6.64,7.99,46.7,1414057200,"2014","10","Oct","NA",NA
832,"SHR",2014-10-22,"09:18:00","CLR",NA,NA,17.5,NA,119,NA,7.81,9.67,2.6,1413969480,"2014","10","Oct","NA",NA
831,"STTD",2014-10-07,"09:40:00","CLR",NA,NA,21.7,0.2,242,NA,6.63,7.87,42.9,1412674800,"2014","10","Oct","NA",NA
830,"SHR",2014-10-06,"09:30:00","CLR",NA,NA,20.7,1.99,135,NA,6.32,8.91,3.8,1412587800,"2014","10","Oct","NA",NA
829,"STTD",2014-09-24,"09:47:00","CLR",NA,1,21.3,0.24,340,NA,7.97,7.84,48,1411552020,"2014","9","Sep","NA",NA
828,"SHR",2014-09-23,"09:53:00","CLR",NA,NA,21.2,1.7,152,NA,7.87,9.02,3.7,1411465980,"2014","9","Sep","NA",NA
827,"STTD",2014-09-10,"09:15:00","CLR",NA,2,20.4,0.2,204,NA,7.35,7.8,47.23,1410340500,"2014","9","Sep","NA",NA
826,"SHR",2014-09-09,"09:10:00","CLR",NA,NA,21.4,1.4,183,NA,7.92,8.5,4.4,1410253800,"2014","9","Sep","NA",NA
825,"SHR",2014-08-22,"08:42:00","CLR",NA,NA,22.6,1.37,147,NA,7.5,8.38,5.4,1408696920,"2014","8","Aug","NA",NA
824,"SHR",2014-08-26,"07:45:00","CLR",NA,NA,22.5,1.8,151,NA,7.7,8.67,3.72,1409039100,"2014","8","Aug","NA",NA
820,"STTD",2014-08-05,"10:15:00","CLD",NA,2,22.5,0.14,199,NA,7.43,8.49,65.8,1407233700,"2014","8","Aug","NA",NA
819,"SHR",2014-08-07,"08:42:00","CLR",NA,NA,22.1,1,142,NA,7.85,8.75,6.4,1407400920,"2014","8","Aug","NA",NA
817,"SHR",2014-07-10,"07:50:00","CLD",NA,NA,23.2,1.62,116,NA,7.63,8.28,5.53,1404978600,"2014","7","Jul","NA",NA
816,"STTD",2014-07-10,"10:53:00","CLR",NA,NA,23.4,0.15,213,NA,7.65,7.82,86.2,1404989580,"2014","7","Jul","NA",NA
815,"STTD",2014-07-23,"08:54:00","CLR",NA,2,21.4,0.13,191,NA,7.53,9.12,91,1406105640,"2014","7","Jul","NA",NA
814,"SHR",2014-07-24,"08:44:00","CLR",NA,NA,22.9,0.98,135,NA,7.58,9.2,3.9,1406191440,"2014","7","Jul","NA",NA
811,"SHR",2014-06-24,"09:28:00","CLR",NA,NA,22.6,0.8,123,NA,7.43,8.18,8.2,1403602080,"2014","6","Jun","NA",NA
809,"STTD",2014-06-23,"10:07:00","CLR",NA,NA,22.3,0.14,243,NA,7.74,8,113.3,1403518020,"2014","6","Jun","NA",NA
806,"SHR",2014-06-10,"08:30:00","CLR",NA,NA,24.9,1,141,NA,7.45,9.3,5.6,1402389000,"2014","6","Jun","NA",NA
805,"STTD",2014-06-09,"09:15:00","CLR",NA,NA,23.7,0.14,272,NA,7.67,8.39,103.3,1402305300,"2014","6","Jun","NA",NA
804,"STTD",2014-05-22,"08:03:00","CLR",NA,NA,20.4,0.14,318,NA,7.85,7.87,90.6,1400745780,"2014","5","May","NA",NA
803,"SHR",2014-05-21,"08:15:00","CLR",NA,NA,20.2,1.3,135,NA,7.66,9.17,4.1,1400660100,"2014","5","May","NA",NA
801,"STTD",2014-05-09,"08:20:00","CLR",NA,NA,19,0.14,462,NA,8,8.86,92.3,1399623600,"2014","5","May","NA",NA
799,"SHR",2014-05-07,"08:52:00","CLR",NA,NA,20.5,0.73,140,NA,8.05,9.24,6.8,1399452720,"2014","5","May","NA",NA
797,"STTD",2014-04-25,"09:00:00","RAN",NA,NA,18.8,0.22,754,NA,8.19,7.13,50.5,1398416400,"2014","4","Apr","NA",NA
796,"SHR",2014-04-24,"10:30:00","CLD",NA,NA,18.7,0.98,143,NA,7.43,9.54,6.4,1398335400,"2014","4","Apr","NA",NA
793,"STTD",2014-04-07,"12:52:00","CLR",NA,NA,17.6,0.31,694,NA,8.17,7.71,26,1396875120,"2014","4","Apr","NA",NA
792,"SHR",2014-04-07,"14:34:00","CLR",NA,NA,15.8,0.48,140,NA,8.09,10.64,17.1,1396881240,"2014","4","Apr","NA",NA
